2_RNA_METABOLIC_PROCESS	2_NUCLEUS	1_KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1_KEGG_TIGHT_JUNCTION	2_VESICLE_COAT	2_INTRACELLULAR_ORGANELLE_PART	1_KEGG_LEISHMANIA_INFECTION	0_HALLMARK_OXIDATIVE_PHOSPHORYLATION	2_PLASMA_MEMBRANE	2_EXTRACELLULAR_MATRIX_PART	2_COLLAGEN	2_CELL_JUNCTION	2_GATED_CHANNEL_ACTIVITY	2_COAGULATION	2_STRUCTURAL_CONSTITUENT_OF_MUSCLE	2_NEGATIVE_REGULATION_OF_PHOSPHORYLATION	1_KEGG_THYROID_CANCER	2_CATION_CHANNEL_ACTIVITY	2_ION_CHANNEL_ACTIVITY	2_BLOOD_COAGULATION	2_DNA_BINDING	1_KEGG_RNA_DEGRADATION	2_CELL_PROLIFERATION_GO_0008283	1_KEGG_ALZHEIMERS_DISEASE	2_CONTRACTILE_FIBER	2_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY	2_CYTOPLASMIC_PART	2_GOLGI_APPARATUS	1_KEGG_BLADDER_CANCER	2_SYNAPTIC_TRANSMISSION	1_KEGG_ASTHMA	2_POSITIVE_REGULATION_OF_CELLULAR_PROCESS	2_VESICLE_MEDIATED_TRANSPORT	1_KEGG_CARDIAC_MUSCLE_CONTRACTION	2_AGING	2_NUCLEAR_LUMEN	2_AXON	1_KEGG_PROSTATE_CANCER	2_NUCLEOPLASM	0_HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2_SARCOMERE	2_CELL_CELL_SIGNALING	0_HALLMARK_PROTEIN_SECRETION	1_KEGG_ALLOGRAFT_REJECTION	0_HALLMARK_E2F_TARGETS	0_HALLMARK_ANGIOGENESIS	1_KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1_KEGG_AXON_GUIDANCE	2_REGULATION_OF_PHOSPHORYLATION	2_TRANSCRIPTION_DNA_DEPENDENT	2_REGULATION_OF_CELL_CYCLE	0_HALLMARK_COAGULATION	1_KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1_KEGG_MELANOMA	0_HALLMARK_APOPTOSIS	2_INTRACELLULAR_NON_MEMBRANE_BOUND_ORGANELLE	2_REGULATION_OF_CELLULAR_METABOLIC_PROCESS	1_KEGG_INOSITOL_PHOSPHATE_METABOLISM	2_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2_CELL_CYCLE_CHECKPOINT_GO_0000075	2_MEMBRANE_COAT	2_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS	2_ANATOMICAL_STRUCTURE_DEVELOPMENT	2_SYSTEM_DEVELOPMENT	0_HALLMARK_UV_RESPONSE_DN	2_INTRACELLULAR_TRANSPORT	1_KEGG_COLORECTAL_CANCER	2_RESPONSE_TO_ENDOGENOUS_STIMULUS	1_KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1_KEGG_ADHERENS_JUNCTION	2_CYTOPLASMIC_VESICLE_MEMBRANE	2_MEMBRANE_ENCLOSED_LUMEN	2_CYTOPLASM	2_ORGANELLE_LUMEN	2_DNA_REPAIR	2_EXTRACELLULAR_REGION_PART	1_KEGG_VIRAL_MYOCARDITIS	2_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	1_KEGG_HUNTINGTONS_DISEASE	2_SERINE_HYDROLASE_ACTIVITY	2_EXTRACELLULAR_STRUCTURE_ORGANIZATION_AND_BIOGENESIS	1_KEGG_WNT_SIGNALING_PATHWAY	1_KEGG_CELL_CYCLE	1_KEGG_TYPE_I_DIABETES_MELLITUS	1_KEGG_FOCAL_ADHESION	2_SYNAPTOGENESIS	0_HALLMARK_APICAL_JUNCTION	1_KEGG_BASE_EXCISION_REPAIR	2_NEGATIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS	2_SERINE_TYPE_ENDOPEPTIDASE_ACTIVITY	1_KEGG_OXIDATIVE_PHOSPHORYLATION	1_KEGG_ENDOCYTOSIS	2_SUBSTRATE_SPECIFIC_CHANNEL_ACTIVITY	2_DNA_METABOLIC_PROCESS	0_HALLMARK_G2M_CHECKPOINT	2_CELL_CYCLE_GO_0007049	1_KEGG_AUTOIMMUNE_THYROID_DISEASE	2_NUCLEAR_PART	2_APICAL_JUNCTION_COMPLEX	2_DNA_REPLICATION	2_BASEMENT_MEMBRANE	1_KEGG_MISMATCH_REPAIR	2_REGULATION_OF_HEART_CONTRACTION	1_KEGG_P53_SIGNALING_PATHWAY	2_ORGANELLE_PART	2_CELL_CYCLE_PHASE	2_COATED_MEMBRANE	1_KEGG_SMALL_CELL_LUNG_CANCER	2_STRUCTURAL_MOLECULE_ACTIVITY	1_KEGG_CELL_ADHESION_MOLECULES_CAMS	0_HALLMARK_MYOGENESIS	2_M_PHASE	2_PROTEINACEOUS_EXTRACELLULAR_MATRIX	1_KEGG_DILATED_CARDIOMYOPATHY	2_COATED_VESICLE_MEMBRANE	1_KEGG_PANCREATIC_CANCER	2_ESTABLISHMENT_OF_LOCALIZATION	1_KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1_KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	2_CATION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2_RESPONSE_TO_DNA_DAMAGE_STIMULUS	2_RECEPTOR_COMPLEX	1_KEGG_ENDOMETRIAL_CANCER	2_MULTICELLULAR_ORGANISMAL_DEVELOPMENT	1_KEGG_CALCIUM_SIGNALING_PATHWAY	2_INTEGRIN_COMPLEX	2_MYOFIBRIL	2_CYTOPLASMIC_VESICLE_PART	2_EXTRACELLULAR_MATRIX	1_KEGG_PARKINSONS_DISEASE	2_NON_MEMBRANE_BOUND_ORGANELLE	2_NUCLEOLUS	0_HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2_SERINE_TYPE_PEPTIDASE_ACTIVITY	2_SYNAPSE_ORGANIZATION_AND_BIOGENESIS	2_CELL_CYCLE_PROCESS	2_GABA_RECEPTOR_ACTIVITY	2_TIGHT_JUNCTION	1_KEGG_ECM_RECEPTOR_INTERACTION	2_HEMOSTASIS	2_BIOPOLYMER_METABOLIC_PROCESS	2_ORGAN_DEVELOPMENT	1_KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	2_CONTRACTILE_FIBER_PART	2_CALCIUM_CHANNEL_ACTIVITY	1_KEGG_GRAFT_VERSUS_HOST_DISEASE	2_VESICLE_MEMBRANE	1_KEGG_PATHWAYS_IN_CANCER	1_KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1_KEGG_DNA_REPLICATION	1_KEGG_MAPK_SIGNALING_PATHWAY
COAD_LRP2	0	0.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611	0	0.611	0	0	0	0	0	0	0	0	0.667	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0	0.944	0	0
COAD_CACNA1B	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0.48	0.48	0	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0.44
COAD_SMAD4	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0	0
COAD_CTNNB1	0	0.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0.875	0	0	0	0	0	0	0	0	0.813	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938	0	0
COAD_RELN	0	0.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813	0	0	0	0	0	0	0.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688	0	0.688	0	0	0	0	0	0	0	0	0.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0
COAD_RBMY1A1	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313	0	0	0	0	0	0	0	0	0	0	0	0.229	0	0	0.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292	0	0
OV_TP53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.747	0	0.753	0	0	0	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0.687	0.743	0	0	0	0	0	0	0	0	0	0.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OV_MYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.742	0	0.814	0	0	0	0.794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.845	0	0	0	0	0	0	0	0	0	0	0	0.691	0.814	0	0	0	0	0	0	0	0	0	0.619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639	0	0
OV_PTK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.694	0	0.75	0	0	0	0.764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.819	0	0	0	0	0	0	0	0	0	0	0	0.639	0.778	0	0	0	0	0	0	0	0	0	0.597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.639	0	0
OV_PIK3CA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893	0	0.804	0	0	0	0.768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893	0	0	0	0	0	0	0	0	0	0	0	0.857	0.857	0	0	0	0	0	0	0	0	0	0.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OV_PRKCI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548	0	0.581	0	0	0	0.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581	0	0	0	0	0	0	0	0	0	0	0	0.565	0.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435	0	0	0	0	0	0	0	0	0	0	0	0.565	0	0
OV_CCNE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0	0.936	0	0	0	0.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0.915	0.936	0	0	0	0	0	0	0	0	0	0.851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.872	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OV_COL14A1	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675	0	0	0	0	0.625	0	0.75	0	0	0	0.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65	0	0	0	0	0	0	0.725	0	0	0	0	0	0	0	0	0	0	0	0	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625	0	0
OV_TNFSF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737	0	0.711	0	0	0	0.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763	0	0	0	0	0	0	0	0	0	0	0	0.711	0.737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.526	0	0	0	0	0	0	0	0	0	0	0	0.658	0	0
OV_PAK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735	0	0.647	0	0	0	0.647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735	0	0	0	0	0	0	0	0	0	0	0	0.706	0.676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.588	0	0	0	0	0	0	0	0	0	0	0	0.676	0	0
OV_RB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938	0	0.875	0	0	0	0.969	0	0	0	0	0	0	0	0	0.906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.969	0	0	0	0	0	0	0	0	0	0	0	0.875	1.0	0	0	0	0	0	0	0	0	0	0.844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OV_KRAS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813	0	0.688	0	0	0	0.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844	0	0	0	0	0	0	0	0	0	0	0	0.844	0.844	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OV_YWHAZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714	0	0.714	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.893	0	0	0	0	0	0	0	0	0	0	0	0.75	0.75	0	0	0	0	0	0	0	0	0	0.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OV_MAFA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485	0	0.545	0	0	0	0.515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636	0	0	0	0	0	0	0	0	0	0	0	0.455	0.545	0	0	0	0	0	0	0	0	0	0	0	0.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.545	0	0
OV_PRKACA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.778	0	0.815	0	0	0	0.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.815	0	0	0	0	0	0	0	0	0	0	0	0.778	0.741	0	0	0	0	0	0	0	0	0	0.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.741	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OV_NOTCH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.741	0	0.815	0	0	0	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.741	0	0	0	0	0	0	0	0	0	0	0	0.667	0.704	0	0	0	0	0	0	0	0	0	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OV_USF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0	0.92	0	0	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0.88	0.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0
OV_ANGPT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478	0	0	0	0	0.435	0	0.609	0	0	0	0.609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696	0	0	0	0	0	0	0	0	0	0	0	0.478	0.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652	0	0
OV_TNFRSF11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.433	0	0.533	0	0	0	0.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0.433	0.5	0	0	0	0	0	0	0	0	0	0	0	0.367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.533	0	0
OV_CEBPA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0.833	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0.875	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833	0	0
OV_LAMA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789	0	0.789	0	0	0	0.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.789	0	0	0	0	0	0	0	0	0	0	0	0.789	0.737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.632	0	0	0	0	0	0	0	0	0	0	0	0.632	0	0
