GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
CX3CR1	0.003	0.003	0.000	0.000	-	-	0.00856511446246187	0.011	0.008	0.000	0.003
MED29	0.003	0.003	0.000	0.000	-	-	0.00855724166896631	0.003	0.003	0.000	0.000
MX1	0.003	0.003	0.000	0.000	-	-	0.00817464828641702	0.008	0.008	0.000	0.000
HLA-DRA	0.003	0.003	0.000	0.000	-	-	0.00815413558707179	0.008	0.005	0.003	0.000
MGP	0.003	0.003	0.000	0.000	-	-	0.0081206036805423	0.005	0.005	0.000	0.000
IKZF2	0.003	0.003	0.000	0.000	-	-	0.0080575360528604	0.016	0.013	0.003	0.000
CAPN3	0.003	0.003	0.000	0.000	-	-	0.00794391465975715	0.013	0.013	0.000	0.000
F12	0.003	0.003	0.000	0.000	-	-	0.00783239006595702	0.005	0.005	0.000	0.000
KIF3A	0.003	0.003	0.000	0.000	-	-	0.00780350231941267	0.005	0.003	0.000	0.003
FLI1	0.003	0.003	0.000	0.000	CC	-	0.0077326541673129	0.003	0.003	0.000	0.000
KRT1	0.003	0.003	0.000	0.000	-	-	0.00770559857306069	0.005	0.005	0.000	0.000
TLK1	0.003	0.003	0.000	0.000	-	-	0.00746300680986512	0.005	0.005	0.000	0.000
NUP214	0.003	0.003	0.000	0.000	CC	PC	0.00737927245458177	0.011	0.011	0.000	0.000
CD163	0.003	0.003	0.000	0.000	-	-	0.00736909926557293	0.024	0.024	0.000	0.000
TSC2	0.003	0.003	0.000	0.000	CC	PC	0.00733739501843884	0.013	0.013	0.000	0.000
LRRC59	0.003	0.003	0.000	0.000	-	-	0.00721749796601232	0.003	0.003	0.000	0.000
MBD3	0.003	0.003	0.000	0.000	-	-	0.00721527138600438	0.003	0.003	0.000	0.000
RALGDS	0.003	0.003	0.000	0.000	CC	-	0.00715920747077383	0.005	0.005	0.000	0.000
FOXM1	0.003	0.003	0.000	0.000	-	-	0.00715884059027807	0.011	0.011	0.000	0.000
MSH6	0.003	0.003	0.000	0.000	CC	-	0.00702572307093689	0.008	0.008	0.000	0.000
XPA	0.003	0.003	0.000	0.000	CC	-	0.0070162906029776	0.005	0.005	0.000	0.000
ASAH1	0.003	0.003	0.000	0.000	-	-	0.00696222534176303	0.024	0.008	0.016	0.000
SUPT5H	0.003	0.003	0.000	0.000	-	-	0.00693157343657694	0.018	0.016	0.000	0.003
RFXANK	0.003	0.003	0.000	0.000	-	-	0.00688418404496079	0.003	0.003	0.000	0.000
FRS3	0.003	0.003	0.000	0.000	-	-	0.00684376774509127	0.011	0.008	0.000	0.003
CETN2	0.003	0.000	0.000	0.003	-	-	0.00679801177735987	0.011	0.005	0.000	0.005
HAX1	0.003	0.000	0.000	0.003	-	-	0.00678348782899509	0.011	0.005	0.000	0.005
BRWD1	0.003	0.003	0.000	0.000	-	-	0.00667525649837781	0.029	0.029	0.000	0.000
LASP1	0.003	0.003	0.000	0.000	CC	-	0.00661288659309058	0.011	0.008	0.000	0.003
CLCA1	0.003	0.003	0.000	0.000	-	-	0.00658989059281543	0.005	0.005	0.000	0.000
EPS15L1	0.003	0.003	0.000	0.000	-	-	0.00658387412301367	0.003	0.003	0.000	0.000
RANGAP1	0.003	0.003	0.000	0.000	-	-	0.00653482263579351	0.008	0.008	0.000	0.000
GRIK2	0.003	0.000	0.003	0.000	-	-	0.00646792142011807	0.018	0.013	0.005	0.000
LIG4	0.003	0.003	0.000	0.000	-	-	0.00642451151609327	0.011	0.011	0.000	0.000
NUPR1	0.003	0.000	0.000	0.003	-	-	0.00631937357851248	0.003	0.000	0.000	0.003
TLX1	0.003	0.003	0.000	0.000	CC	-	0.00626159179808905	0.005	0.005	0.000	0.000
LTBP1	0.003	0.003	0.000	0.000	-	-	0.00625216043806401	0.018	0.018	0.000	0.000
EDN2	0.003	0.003	0.000	0.000	-	-	0.00616516861500968	0.008	0.005	0.000	0.003
ARHGEF1	0.003	0.003	0.000	0.000	-	-	0.00605275201105258	0.021	0.021	0.000	0.000
GRIK5	0.003	0.003	0.000	0.000	-	-	0.0060356313077567	0.008	0.008	0.000	0.000
NSMAF	0.003	0.003	0.000	0.000	-	-	0.00601869112039295	0.018	0.011	0.003	0.005
MAP3K4	0.003	0.003	0.000	0.000	-	PC	0.00601769491573958	0.011	0.011	0.000	0.000
HOXC13	0.003	0.003	0.000	0.003	CC	-	0.0059923020831772	0.003	0.003	0.000	0.003
CHRM4	0.003	0.003	0.000	0.000	-	-	0.0059369068785609	0.005	0.005	0.000	0.000
MAML2	0.003	0.003	0.000	0.000	CC	-	0.00590480344006755	0.016	0.016	0.000	0.000
GRK6	0.003	0.003	0.000	0.000	-	-	0.0058433772013962	0.008	0.008	0.000	0.000
PCSK2	0.003	0.003	0.000	0.000	-	-	0.00576541146339061	0.008	0.008	0.000	0.000
WDR77	0.003	0.003	0.000	0.000	-	-	0.00552718283980586	0.005	0.005	0.000	0.000
PEG3	0.003	0.003	0.000	0.000	-	-	0.0055150710818238	0.016	0.016	0.000	0.000
RAPGEF1	0.003	0.003	0.000	0.000	-	-	0.00547555524272583	0.008	0.008	0.000	0.000
ACD	0.003	0.003	0.000	0.000	-	-	0.00531235118788562	0.008	0.008	0.000	0.000
ZNF395	0.003	0.003	0.000	0.000	-	-	0.00510785951244947	0.024	0.005	0.018	0.000
TFDP3	0.003	0.003	0.000	0.000	-	-	0.00500331729511646	0.008	0.005	0.000	0.003
ANAPC1	0.003	0.003	0.000	0.000	-	PC	0.00499098514131169	0.021	0.021	0.000	0.000
AGTR1	0.003	0.003	0.000	0.000	-	-	0.00496200615759675	0.005	0.005	0.000	0.000
GRM1	0.003	0.003	0.000	0.000	-	-	0.00492367830771966	0.026	0.026	0.000	0.003
RUNX1T1	0.003	0.003	0.000	0.000	-	-	0.00490179582704266	0.021	0.016	0.000	0.005
CLTC	0.003	0.003	0.000	0.000	CC	PC	0.00487323449779734	0.013	0.013	0.000	0.000
HGF	0.003	0.003	0.000	0.000	-	PC	0.00485180374703976	0.008	0.008	0.000	0.000
APPL2	0.003	0.003	0.000	0.000	-	-	0.00465983606935544	0.013	0.013	0.000	0.000
CDC27	0.003	0.003	0.000	0.000	-	-	0.00455612870855325	0.013	0.013	0.000	0.000
ABCB1	0.003	0.003	0.000	0.000	-	PC	0.00455062028409826	0.018	0.018	0.000	0.003
ANAPC5	0.003	0.003	0.000	0.000	-	-	0.00430984624147253	0.011	0.011	0.000	0.000
DTX2	0.003	0.003	0.000	0.000	-	-	0.00413500893947385	0.013	0.011	0.003	0.000
DTX4	0.003	0.003	0.000	0.000	-	-	0.0040662756398162	0.005	0.005	0.000	0.000
CREB3L2	0.003	0.003	0.000	0.000	CC	-	0.00404417056620195	0.003	0.003	0.000	0.000
FZD6	0.003	0.003	0.000	0.000	-	-	0.0040423808096772	0.024	0.013	0.000	0.011
SP4	0.003	0.003	0.000	0.000	-	-	0.00402470070531021	0.018	0.011	0.000	0.008
RERE	0.003	0.003	0.000	0.000	-	-	0.0037831980346309	0.026	0.026	0.000	0.000
EIF4EBP1	0.003	0.000	0.000	0.003	-	-	0.00369690586127441	0.024	0.003	0.008	0.013
PRPF3	0.003	0.000	0.000	0.003	-	-	0.0036504537859671	0.018	0.005	0.000	0.013
FBN1	0.003	0.003	0.000	0.000	-	-	0.00356372849554095	0.045	0.045	0.000	0.000
NFATC3	0.003	0.003	0.000	0.000	-	-	0.00352404787352285	0.005	0.005	0.000	0.000
TAOK3	0.003	0.000	0.000	0.003	-	-	0.00343431205813211	0.005	0.003	0.000	0.003
HSF1	0.003	0.003	0.000	0.000	-	-	0.00333246036459617	0.016	0.013	0.000	0.003
TJP1	0.003	0.003	0.000	0.000	-	-	0.00332861221834905	0.011	0.011	0.000	0.000
PKN2	0.003	0.003	0.000	0.000	-	-	0.00331873737749301	0.008	0.008	0.000	0.000
MED17	0.003	0.003	0.000	0.000	-	PC	0.00319939575006259	0.005	0.005	0.000	0.000
TLR9	0.003	0.003	0.000	0.000	-	-	0.0031375962265377	0.005	0.005	0.000	0.000
POMC	0.003	0.003	0.000	0.000	-	-	0.00307341959180786	0.003	0.003	0.000	0.000
EPB41L1	0.003	0.003	0.000	0.000	-	-	0.00305105017993937	0.013	0.013	0.000	0.000
MED8	0.003	0.003	0.000	0.000	-	-	0.00304243837241032	0.003	0.003	0.000	0.000
VAV2	0.003	0.003	0.000	0.000	-	-	0.0029537018599815	0.005	0.005	0.000	0.000
CCNH	0.003	0.003	0.000	0.000	-	-	0.00280547294596501	0.005	0.005	0.000	0.000
SPRY1	0.003	0.003	0.000	0.000	-	-	0.00279173534183639	0.003	0.003	0.000	0.000
CHEK1	0.003	0.003	0.000	0.000	-	-	0.00278885346736565	0.005	0.005	0.000	0.000
CLDN1	0.003	0.003	0.000	0.000	-	-	0.00273140577566303	0.003	0.003	0.000	0.000
BPY2	0.003	0.000	0.003	0.000	-	-	0.00272104299344636	0.090	0.000	0.084	0.005
