GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
ANTXR1	0.005	0.005	0.000	0.000	-	-	0.00738295234726061	0.030	0.030	0.000	0.000
LYAR	0.005	0.005	0.000	0.000	-	-	0.00722865138355106	0.025	0.025	0.000	0.000
DDX20	0.005	0.005	0.000	0.000	-	-	0.00717715934634273	0.020	0.020	0.000	0.000
PDCD4	0.005	0.005	0.000	0.000	-	-	0.007141451685065	0.015	0.015	0.000	0.000
GFM1	0.005	0.005	0.000	0.000	-	-	0.0070886348171051	0.020	0.020	0.000	0.000
SMO	0.005	0.005	0.000	0.000	CC	-	0.00705297024690879	0.020	0.020	0.000	0.000
CASP9	0.005	0.005	0.000	0.000	-	-	0.00698333233092843	0.035	0.035	0.000	0.000
ING1	0.005	0.005	0.000	0.000	-	-	0.00690371038249752	0.035	0.035	0.000	0.000
CCT4	0.005	0.005	0.000	0.000	-	-	0.00677963283488359	0.005	0.005	0.000	0.000
PTPN1	0.005	0.005	0.000	0.000	-	-	0.00670626368218056	0.025	0.025	0.000	0.000
WHSC2	0.005	0.005	0.000	0.000	-	-	0.00669076509975854	0.020	0.020	0.000	0.000
ARMC6	0.005	0.005	0.000	0.000	-	-	0.00663027304181717	0.005	0.005	0.000	0.000
SPHK2	0.005	0.005	0.000	0.000	-	-	0.00655736228904076	0.020	0.020	0.000	0.000
TAOK3	0.005	0.005	0.000	0.000	-	-	0.00621823007235172	0.040	0.040	0.000	0.000
TULP2	0.005	0.005	0.000	0.000	-	-	0.00601214127911434	0.015	0.015	0.000	0.000
E2F6	0.005	0.005	0.000	0.000	-	-	0.00593800473817874	0.005	0.005	0.000	0.000
HSF1	0.005	0.005	0.000	0.000	-	-	0.00576609551150197	0.010	0.010	0.000	0.000
EPS8	0.005	0.005	0.000	0.000	-	-	0.00572796776504348	0.015	0.015	0.000	0.000
GTF2A1L	0.005	0.005	0.000	0.000	-	-	0.00564507356099126	0.015	0.015	0.000	0.000
APEX1	0.005	0.005	0.000	0.000	-	-	0.00559439143270248	0.020	0.020	0.000	0.000
MAST2	0.005	0.005	0.000	0.000	-	PC	0.00545746855200045	0.056	0.056	0.000	0.000
FKBP4	0.005	0.005	0.000	0.000	-	-	0.00529160137706273	0.015	0.015	0.000	0.000
MTA2	0.005	0.005	0.000	0.000	-	-	0.00517752074601662	0.030	0.030	0.000	0.000
XPO5	0.005	0.005	0.000	0.000	-	-	0.00516932041982404	0.020	0.020	0.000	0.000
ROS1	0.005	0.005	0.000	0.000	CC	-	0.00514997976638202	0.086	0.086	0.000	0.000
GMEB1	0.005	0.005	0.000	0.000	-	-	0.00511784118521687	0.015	0.015	0.000	0.000
